CPT Codes,Procedure Code Category,Operative Procedure,Procedure Description,Procedure Code Descriptions
44206,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical; colectomy, partial, with end colostomy and closure of distal segment (Hartmann type procedure)"
44207,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)"
44208,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis) with colostomy"
44210,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy"
44211,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed"
44212,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileostomy"
44213,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical, mobilization (take-down) of splenic flexure performed in conjunction with partial colectomy (List separately in No changeition to primary procedure)"
44227,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Laparoscopy, surgical, closure of enterostomy, large or small intestine, with resection and anastomosis"
44300,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,"Placement, enterostomy or cecostomy, tube open (eg, for feeding or decompression) (separate procedure)"
44310,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,"Ileostomy or jejunostomy, non-tube"
44312,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,Revision of ileostomy; simple (release of superficial scar) (separate procedure)
44314,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,Revision of ileostomy; complicated (reconstruction in-depth) (separate procedure)
44316,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,Continent ileostomy (Kock procedure) (separate procedure)
44320,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations",Colostomy or skin level cecostomy;
44322,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Colostomy or skin level cecostomy; with multiple biopsies (eg, for congenital megacolon) (separate procedure)"
44340,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations",Revision of colostomy; simple (release of superficial scar) (separate procedure)
44345,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations",Revision of colostomy; complicated (reconstruction in-depth) (separate procedure)
44346,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations",Revision of colostomy; with repair of paracolostomy hernia (separate procedure)
44602,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,"Suture of small intestine (enterorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture; single perforation"
44603,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,"Suture of small intestine (enterorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture; multiple perforations"
44604,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Suture of large intestine (colorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture (single or multiple perforations); without colostomy"
44605,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Suture of large intestine (colorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture (single or multiple perforations); with colostomy"
44615,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,"Intestinal stricturoplasty (enterotomy and enterorrhaphy) with or without dilation, for intestinal obstruction"
44620,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Closure of enterostomy, large or small intestine"
44625,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Closure of enterostomy, large or small intestine; with resection and anastomosis other than colorectal"
44626,COLO,Colon surgery,"Incision, resection, or anastomosis of the large intestine; includes large-to-small and small-to-large bowel anastomosis; see REC for rectal operations","Closure of enterostomy, large or small intestine; with resection and colorectal anastomosis (eg, closure of Hartmann type procedure)"
44640,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,Closure of intestinal cutaneous fistula
44650,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,Closure of enteroenteric or enterocolic fistula
44700,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Exclusion of small intestine from pelvis by mesh or other prosthesis, or native tissue (eg, blNo changeer or omentum)"
44800,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,Excision of Meckel's diverticulum (diverticulectomy) or omphalomesenteric duct
44820,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,Excision of lesion of mesentery (separate procedure)
44850,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,Suture of mesentery (separate procedure)
44900,APPY,Appendix surgery,Operation of appendix,"Incision and drainage of appendiceal abscess, open"
44950,APPY,Appendix surgery,Operation of appendix,Appendectomy
44955,APPY,Appendix surgery,Operation of appendix,Appendectomy; when done for indicated purpose at time of other major procedure (not as separate procedure) (List separately in No changeition to code for primary procedure) 
44960,APPY,Appendix surgery,Operation of appendix,Appendectomy; for ruptured appendix with abscess or generalized peritonitis 
44970,APPY,Appendix surgery,Operation of appendix,"Laparoscopy, surgical, appendectomy "
44979,APPY,Appendix surgery,Operation of appendix,"Unlisted laparoscopy procedure, appendix "
45110,REC,Rectal surgery ,Operations on rectum,"Proctectomy; complete, combined abdominoperineal, with colostomy"
45111,REC,Rectal surgery ,Operations on rectum,"Proctectomy; partial resection of rectum, transabdominal approach"
45112,REC,Rectal surgery ,Operations on rectum,"Proctectomy, combined abdominoperineal, pull-through procedure (eg, colo-anal anastomosis)"
45113,REC,Rectal surgery ,Operations on rectum,"Proctectomy, partial, with rectal mucosectomy, ileoanal anastomosis, creation of ileal reservoir (S or J), with or without loop ileostomy"
45114,REC,Rectal surgery ,Operations on rectum,"Proctectomy, partial, with anastomosis; abdominal and transsacral approach"
45116,REC,Rectal surgery ,Operations on rectum,"Proctectomy, partial, with anastomosis; transsacral approach only (Kraske type)"
45119,REC,Rectal surgery ,Operations on rectum,"Proctectomy, combined abdominoperineal pull-through procedure (eg, colo-anal anastomosis), with creation of colonic reservoir (eg, J-pouch), with diverting enterostomy when performed"
45120,REC,Rectal surgery ,Operations on rectum,"Proctectomy, complete (for congenital megacolon), abdominal and perineal approach; with pull-through procedure and anastomosis (eg, Swenson, Duhamel, or Soave type operation)"
45121,REC,Rectal surgery ,Operations on rectum,"Proctectomy, complete (for congenital megacolon), abdominal and perineal approach; with subtotal or total colectomy, with multiple biopsies"
45126,REC,Rectal surgery ,Operations on rectum,"Pelvic exenteration for colorectal malignancy, with proctectomy (with or without colostomy), with removal of blNo changeer and ureteral transplantations, and/or hysterectomy, or cervicectomy, with or without removal of tube(s), with or without removal of ovary(s), or any combination thereof"
45136,SB,Small bowel surgery,Incision or resection of the small intestine; does not include small-to-large bowel anastomosis,Excision of ileoanal reservoir with ileostomy
45395,REC,Rectal surgery ,Operations on rectum,"Laparoscopy, surgical; proctectomy, complete, combined abdominoperineal, with colostomy"
45397,REC,Rectal surgery ,Operations on rectum,"Laparoscopy, surgical; proctectomy, combined abdominoperineal pull-through procedure (eg, colo-anal anastomosis), with creation of colonic reservoir (eg, J-pouch), with diverting enterostomy, when performed"
45562,REC,Rectal surgery ,Operations on rectum,"Exploration, repair, and presacral drainage for rectal injury"
45563,REC,Rectal surgery ,Operations on rectum,"Exploration, repair, and presacral drainage for rectal injury; with colostomy"
47010,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Hepatotomy; for open drainage of abscess or cyst, 1 or 2 stages "
47015,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Laparotomy, with aspiration and/or injection of hepatic parasitic (eg, amoebic or echinococcal) cyst(s) or abscess(es "
47100,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Biopsy of liver, wedge "
47120,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Hepatectomy, resection of liver; partial lobectomy "
47122,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Hepatectomy, resection of liver; trisegmentectomy "
47125,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Hepatectomy, resection of liver; total left lobectomy "
47130,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Hepatectomy, resection of liver; total right lobectomy "
47135,LTP,Liver transplant,Transplantation of liver,"Liver allotransplantation; orthotopic, partial or whole, from cadaver or living donor, any age "
47140,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Donor hepatectomy (including cold preservation), from living donor; left lateral segment only (segments II and III) "
47141,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Donor hepatectomy (including cold preservation), from living donor; total left lobectomy (segments II, III and IV) "
47142,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Donor hepatectomy (including cold preservation), from living donor; total right lobectomy (segments V, VI, VII and VIII) "
47300,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Marsupialization of cyst or abscess of liver 
47350,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Management of liver hemorrhage; simple suture of liver wound or injury 
47360,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Management of liver hemorrhage; complex suture of liver wound or injury, with or without hepatic artery ligatio"
47361,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Management of liver hemorrhage; exploration of hepatic wound, extensive debridement, coagulation and/or suture, with or without packing of liver "
47362,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Management of liver hemorrhage; re-exploration of hepatic wound for removal of packing 
47370,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Laparoscopy, surgical, ablation of 1 or more liver tumor(s); radiofrequency "
47371,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Laparoscopy, surgical, ablation of 1 or more liver tumor(s); cryosurgical "
47379,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Unlisted laparoscopic procedure, liver "
47380,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Ablation, open, of 1 or more liver tumor(s); radiofrequency "
47381,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Ablation, open, of 1 or more liver tumor(s); cryosurgical "
47400,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Hepaticotomy or hepaticostomy with exploration, drainage, or removal of calculus "
47420,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; without transduodenal sphincterotomy or sphincteroplasty "
47425,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; with transduodenal sphincterotomy or sphincteroplasty "
47460,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Transduodenal sphincterotomy or sphincteroplasty, with or without transduodenal extraction of calculus (separate procedure) "
47480,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,"Cholecystotomy or cholecystostomy, open, with exploration, drainage, or removal of calculus (separate procedure)"
47562,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,"Laparoscopy, surgical; cholecystectomy"
47563,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,"Laparoscopy, surgical; cholecystectomy with cholangiography"
47564,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,"Laparoscopy, surgical; cholecystectomy with exploration of common duct "
47570,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,"Laparoscopy, surgical; cholecystoenterostomy "
47600,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystectomy;
47605,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystectomy; with cholangiography
47610,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystectomy with exploration of common duct; 
47612,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystectomy with exploration of common duct; with choledochoenterostomy 
47620,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,"Cholecystectomy with exploration of common duct; with transduodenal sphincterotomy or sphincteroplasty, with or without cholangiography "
47700,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Exploration for congenital atresia of bile ducts, without repair, with or without liver biopsy, with or without cholangiography "
47701,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Portoenterostomy (eg, Kasai procedure) "
47711,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Excision of bile duct tumor, with or without primary repair of bile duct; extrahepatic "
47712,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Excision of bile duct tumor, with or without primary repair of bile duct; intrahepatic "
47715,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Excision of choledochal cyst 
47720,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystoenterostomy; direct 
47721,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystoenterostomy; with gastroenterostomy 
47740,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystoenterostomy; Roux-en-Y 
47741,CHOL,Gallbladder surgery,Cholecystectomy and cholecystotomy,Cholecystoenterostomy; Roux-en-Y with gastroenterostomy 
47760,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Anastomosis, of extrahepatic biliary ducts and gastrointestinal tract "
47765,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Anastomosis, of intrahepatic ducts and gastrointestinal tract "
47780,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Anastomosis, Roux-en-Y, of extrahepatic biliary ducts and gastrointestinal tract "
47785,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Anastomosis, Roux-en-Y, of intrahepatic biliary ducts and gastrointestinal tract "
47800,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Reconstruction, plastic, of extrahepatic biliary ducts with end-to-end anastomosis "
47802,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",U-tube hepaticoenterostomy 
47900,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Suture of extrahepatic biliary duct for pre-existing injury (separate procedure) 
48000,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Placement of drains, peripancreatic, for acute pancreatitis; "
48001,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Placement of drains, peripancreatic, for acute pancreatitis; with cholecystostomy, gastrostomy, and jejunostomy "
48020,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Removal of pancreatic calculus 
48100,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Biopsy of pancreas, open (eg, fine needle aspiration, needle core biopsy, wedge biopsy) "
48105,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Resection or debridement of pancreas and peripancreatic tissue for acute necrotizing pancreatitis 
48120,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Excision of lesion of pancreas (eg, cyst, adenoma) "
48140,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, distal subtotal, with or without splenectomy; without pancreaticojejunostomy "
48145,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, distal subtotal, with or without splenectomy; with pancreaticojejunostomy "
48146,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, distal, near-total with preservation of duodenum (Child-type procedure) "
48148,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Excision of ampulla of Vater 
48150,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); with pancreatojejunostomy "
48152,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); without pancreatojejunostomy "
48153,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); with pancreatojejunostomy "
48154,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); without pancreatojejunostomy "
48155,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, total "
48160,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreatectomy, total or subtotal, with autologous transplantation of pancreas or pancreatic islet cells "
48500,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Marsupialization of pancreatic cyst 
48510,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","External drainage, pseudocyst of pancreas; open "
48520,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Internal anastomosis of pancreatic cyst to gastrointestinal tract; direct 
48540,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Internal anastomosis of pancreatic cyst to gastrointestinal tract; Roux-en-Y 
48545,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)",Pancreatorrhaphy for injury 
48548,BILI,"Bile duct, liver or pancreatic surgery","Excision of bile ducts or operative procedures on the biliary tract, liver or pancreas (does not include operations on gallbladder only)","Pancreaticojejunostomy, side-to-side anastomosis (Puestow-type operation) "
49000,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Exploratory laparotomy, exploratory celiotomy with or without biopsy(s) (separate procedure)"
49002,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,Reopening of recent laparotomy
49010,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Exploration, retroperitoneal area with or without biopsy(s) (separate procedure)"
49013,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration"
49014,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed"
49020,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Drainage of peritoneal abscess or localized peritonitis, exclusive of appendiceal abscess, open"
49040,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Drainage of subdiaphragmatic or subphrenic abscess, open"
49060,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Drainage of retroperitoneal abscess, open"
49203,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor 5 cm diameter or less"
49204,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor 5.1-10.0 cm diameter"
49205,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor greater than 10.0 cm diameter"
49215,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,Excision of presacral or sacrococcygeal tumor
49220,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Staging laparotomy for Hodgkin's disease or lymphoma (includes splenectomy, needle or open biopsies of both liver lobes, possibly also removal of abdominal nodes, abdominal node and/or bone marrow biopsies, ovarian repositioning)"
49250,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Umbilectomy, omphalectomy, excision of umbilicus (separate procedure)"
49255,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Omentectomy, epiploectomy, resection of omentum (separate procedure)"
49320,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Laparoscopy, abdomen, peritoneum, and omentum, diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure)"
49321,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Laparoscopy, surgical; with biopsy (single or multiple) "
49324,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Laparoscopy, surgical; with insertion of tunneled intraperitoneal catheter"
49325,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Laparoscopy, surgical; with revision of previously placed intraperitoneal cannula or catheter, with removal of intraluminal obstructive material if performed"
49326,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Laparoscopy, surgical; with omentopexy (omental tacking procedure) (List separately in No changeition to code for primary procedure)"
